default,16.6,5,1.0
default,17.5,6,1.0
default,17.75,8,1.0
default,18.1818181818181818181,11,2.0
default,18.3636363636363636363,11,2.0
default,18.2666666666666666666,15,3.0
default,18.3809523809523809523,21,4.0
default,18.5238095238095238095,21,4.0
default,18.9655172413793103448,29,5.0
default,18.8292682926829268292,41,8.0
default,18.95,40,8.0
default,20.1228070175438596491,57,11.0
default,21.2098765432098765432,81,16.0
default,22.2469135802469135802,81,16.0
default,22.1084337349397590361,83,16.0
default,21.8139534883720930232,86,17.0
default,23.1162790697674418604,86,17.0
default,22.4318181818181818181,88,17.0
default,22.087912087912087912,91,18.0
default,20.2527472527472527472,91,18.0
default,19.7526881720430107526,93,18.0
default,19.8831168831168831168,77,15.0
default,21.4655172413793103448,58,11.0
default,22.8105263157894736842,95,19.0
default,22.41,100,20.0
default,21.4059405940594059405,101,20.0
default,20.3762376237623762376,101,20.0
